Title,Authors,Price,Stars,Number of Reviews,Published Date,Country,Currency
Data Science with Machine Learning – Python Interview Questions  ,['Vishwanathan Narayanan'],227.0,3.9,34.0,2019-01-01,India,Rupees
The Data Science Handbook: Generate Value from Data with Data Analysis and Machine Learning  ,"['Stefan Papp', 'Wolfgang Weidinger']",4.0,4.6,11.0,2022-11-30,India,Rupees
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems, Third Edition (Full Colour Print)  ",['Aurélien Géron'],3.0,4.7,99.0,2022-10-10,India,Rupees
Python for Everybody: Exploring Data in Python 3  ,[],575.0,4.4,3245.0,2017-10-10,India,Rupees
Capitalizing Data Science: A Guide to Unlocking the Power of Data for Your Business and Products  ,[],567.0,,,2023-01-27,India,Rupees
"Crack Your Next Data Science Interview with 300+ Questions: SQL,Statistics,Python,R,Aptitude,Project Description  ",['TheDataMonk'],0.0,3.8,56.0,2019-07-03,India,Rupees
MICROSOFT EXCEL 2019: DATA ANALYSIS&BUSINESS MODEL  ,[],640.0,4.4,240.0,2019-10-11,India,Rupees
"Speech and Language Processing: An Introduction to Natural Language Processing, Computational Linguistics and Speech Recognition 2/e  ",[],1.0,4.3,96.0,2013-01-01,India,Rupees
"Formal Methods for an Informal World: ICTAC 2021 Summer School, Virtual Event, Astana, Kazakhstan, September 1–7, 2021, Tutorial Lectures (Lecture Notes in Computer Science Book 13490)  ",['Antonio Cerone'],3.0,,,2023-11-04,India,Rupees
COMPUTATIONAL THINKING USING PSEUDOCODE : FOR COMPUTER SCIENCE HL AND SL (INTERNATIONAL BACCALAUREATE DIPLOMA PROGRAM)  ,[],316.0,3.0,2.0,2023-06-12,India,Rupees
Handbook of Data Structures and Applications (Chapman & Hall/CRC Computer and Information Science Series)  ,[],5.0,5.0,6.0,2018-04-17,India,Rupees
Artificial Intelligence and Data Science - II For Mumbai University B.E. IT Engineering Sem 7  ,[],395.0,,,2023-05-22,India,Rupees
"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines (Grayscale Indian Edition)  ","['Chris Fregly', 'Antje Barth']",2.0,4.5,201.0,2021-05-09,India,Rupees
"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL  ",['Roberto Zagni'],3.0,4.5,2.0,2023-06-30,India,Rupees
"Set of 2 books (Vol 1 and Vol 2): 5500+ MCQs for Library and Information science exams by Dr Amit Kishore for RSMSSB Grade 3, RPSC Gr 2, KVS/NVS/DSSSB, NET/SLET and other library professional exams  ",[],600.0,4.2,138.0,2020-01-01,India,Rupees
"Plus One Science Question Bank ( KERALA SYLLABUS) English, Physics, Chemistry, Botany, Zoology, Computer science, Mathematics (Boby Books)  ",[],320.0,4.1,31.0,2018-01-01,India,Rupees
Big Data Analytics for Beginners: A Comprehensive Guide to Harnessing Data Insights  ,[],0.0,,,2023-11-03,India,Rupees
Automata Theory: An Algorithmic Approach  ,['Javier Esparza'],5.0,,,2023-10-17,India,Rupees
"DATA SCIENCE IN CONTEXT: Foundations, Challenges, Opportunities  ","['Alfred Z. Spector', 'Chris Wiggins']",2.0,4.8,8.0,2022-10-20,India,Rupees
"AI for Absolute Beginners: A Clear Guide to Tomorrow (AI, Data Science, Python & Statistics for Beginners)  ",['Oliver Theobald'],0.0,4.2,11.0,2023-07-18,India,Rupees
Data Science and Analytics with Python  ,[],705.0,4.9,21.0,2023-07-21,India,Rupees
A Textbook of Data Science for Class 10 [Paperback] Goyal Brothers [Paperback] Goyal Brothers  ,[],350.0,3.0,2.0,2022-01-01,India,Rupees
Practical Linear Algebra for Data Science: From Core Concepts to Applications Using Python (Grayscale Indian Edition)  ,[],1.0,4.4,41.0,2022-10-02,India,Rupees
"Business Analytics :The Science of Data-Driven Decision Making, 2ed  ",['U. Dinesh Kumar'],821.0,4.6,98.0,2021-11-01,India,Rupees
Introduction to Data Science Using R  ,[],235.0,5.0,1.0,2017-01-01,India,Rupees
"Interview Questions for Data Science, Tableau, SQL and Power BI  ",[],280.0,3.8,17.0,2020-10-12,India,Rupees
R for Programmers: Advanced Techniques  ,[],13.0,5.0,1.0,2017-03-30,India,Rupees
"Statistics for Data Scientists: An introduction to probability, statistics, and data analysis (Undergraduate Topics in Computer Science)  ",[],2.0,3.1,7.0,2021-07-14,India,Rupees
Machine Learning using Python  ,['Manaranjan Pradhan'],647.0,4.3,624.0,2019-01-01,India,Rupees
Heat and Mass Transfer Data Book  ,['C.P. Kothandaraman'],243.0,4.5,44.0,2022-01-01,India,Rupees
Data Science using Python  ,[],205.0,4.0,1.0,2022-03-29,India,Rupees
"Advanced Data Mining and Applications: 19th International Conference, ADMA 2023, Shenyang, China, August 21–23, 2023, Proceedings, Part II (Lecture Notes in Computer Science Book 14177)  ",[],6.0,,,2023-12-06,India,Rupees
Explore Data Science & Machine Learning By Python Example : A Practitioner's Guide  ,[],173.0,4.8,10.0,2020-04-24,India,Rupees
"Data Analytics: What Every Business Must Know About Big Data And Data Science (Data Analytics for Business, Predictive Analysis, Big Data Book 1)  ",['James Smith'],0.0,3.9,48.0,2016-06-28,India,Rupees
Probability and Statistics for Data Science: Math + R + Data (Chapman & Hall/CRC Data Science Series)  ,['Norman Matloff'],4.0,4.2,31.0,2019-06-20,India,Rupees
Data Structure and Algorithmic Thinking with Python  ,['Narasimha Karumanchi'],651.0,4.3,752.0,2015-01-01,India,Rupees
Progress In Computer Science With Python Textbook & Practical Book For Class 12  ,['Sumita Arora'],584.0,4.5,2826.0,2023-01-01,India,Rupees
Data Science Interview Questions and Answers  ,['Aditya Chatterjee'],294.0,3.0,1.0,2023-02-28,India,Rupees
Data Science: Textbook For Class 8 (As per CBSE syllabus)  ,['Chandrika Jaini Vedam'],286.0,5.0,2.0,2021-10-25,India,Rupees
Don't Believe Everything You Think (English)  ,"['Joseph Nguyen', 'Hardcover']",176.0,4.5,3046.0,2022-11-25,India,Rupees
Ethics and Data Science  ,[],0.0,4.4,299.0,2018-08-21,India,Rupees
"Knowledge Management and Acquisition for Intelligent Systems: 19th Principle and Practice of Data and Knowledge Acquisition Workshop, PKAW 2023, Jakarta, ... Notes in Computer Science Book 14317)  ",[],3.0,,,2023-11-03,India,Rupees
Lucent's General Science  ,[],220.0,4.3,3354.0,2018-03-25,India,Rupees
Data Structures with Python: Get familiar with the common Data Structures and Algorithms in Python  ,['Harsh Bhasin'],686.0,,,2023-05-01,India,Rupees
Igniting Collective Goodness: Mann Ki Baat @100  ,[],416.0,5.0,3.0,2023-10-30,India,Rupees
"Computer Networking, 8e  ",[],832.0,4.5,99.0,2022-05-31,India,Rupees
Fundamentals of Data Science: Take the first Step to Become a Data Scientist (Step-by-Step Tutorial For Beginners)  ,['Samuel Burns'],0.0,4.4,9.0,2019-09-16,India,Rupees
Data Science and Machine Learning with Python: Learn and Practice Series: 2 (Machine Learning Using Python)  ,['Swapnil Saurav'],650.0,4.1,17.0,2020-12-10,India,Rupees
Design Data: Data Book of Engineers by PSG College-Kalaikathir Achchagam - Coimbatore  ,[],548.0,4.3,602.0,2020-11-15,India,Rupees
Streamlit for Data Science: Create interactive data apps in Python  ,['Tyler Richards'],3.0,4.9,10.0,2023-09-29,India,Rupees
Data Science and Engineering at Enterprise Scale (Grayscale Indian Edition)  ,[],350.0,5.0,1.0,2022-10-05,India,Rupees
"A Level Made Simple – Database Technologies (A7-R5) & A Level Made Simple – Systems Analysis, Design and Testing (A8-R5) & A Level Made Simple – Computer Organization and Operating System (A6-R5)  ",[],1.0,,,,India,Rupees
"Power BI Data Modeling: Build Interactive Visualizations, Learn DAX, Power Query, and Develop BI Models (English Edition)  ",[],447.0,4.2,18.0,2022-03-21,India,Rupees
Fundamentals of data science  ,[],89.0,,,2022-02-07,India,Rupees
IGNOU MCS 226 Help Book Data Science and Big Data IGNOU Study Notes for Exam Preparations with Sample Solved Question Papers (Revised Syllabus) MCA 3rd Semester Master of Computer Applications  ,[],149.0,,,2022-01-01,India,Rupees
Database System Concepts [Paperback]  ,[],719.0,4.6,43.0,2018-09-20,India,Rupees
"Big Data and Analytics, 2ed | IM | BS | e  ",[],582.0,4.4,100.0,2019-01-01,India,Rupees
Data Science from Scratch  ,['Joel Grus'],8.0,4.3,376.0,2015-05-01,India,Rupees
DATA ANALYTICS WITH SPARK USING PYTHON  ,[],479.0,4.2,41.0,2018-11-30,India,Rupees
Algorithms for Big Data: DFG Priority Program 1736 (Lecture Notes in Computer Science Book 13201)  ,[],0.0,,,2023-01-17,India,Rupees
"Data Communications and Networking with TCPIP Protocol Suite, 6/e  ",['Behrouz A. Forouzan'],778.0,4.3,36.0,2022-08-03,India,Rupees
FAANG RESUME : Develop a Unique and Impeccable Tech Role Resume Using Inspiration from 6 Sample Resumes  ,[],0.0,,,2023-11-01,India,Rupees
PROBLSTC MCHN LRNG: Advanced Topics (Adaptive Computation and Machine Learning series)  ,['Kevin P. Murphy'],4.0,4.8,12.0,2023-08-15,India,Rupees
Classic Data Structures  ,[],620.0,4.5,218.0,2009-01-01,India,Rupees
NTA-UGC NET/JRF: Computer Science & Applications (Paper II) Exam Guide  ,[],580.0,3.4,13.0,2023-03-17,India,Rupees
Data Structures and Algorithms Using C++  ,['R. S. Salaria'],299.0,3.7,22.0,2018-01-01,India,Rupees
Statistical Analysis of Financial Data: With Examples In R (Chapman & Hall/CRC Texts in Statistical Science)  ,[],4.0,4.5,2.0,2021-09-30,India,Rupees
Inteligência Artificial e Data Science para Líderes: Metodologias e Aplicações (Portuguese Edition)  ,[],0.0,,,2023-11-02,India,Rupees
The Book of Why: The New Science of Cause and Effect (Penguin Science)  ,"['Judea Pearl', 'Dana Mackenzie', 'Paperback', 'MP3 CD']",265.0,4.4,1984.0,2018-05-15,India,Rupees
Data Science: The Hard Parts  ,['Daniel Vaughan'],3.0,,,2023-11-01,India,Rupees
Artificial Intelligence and Data Science - 1 For Mumbai University B.E. IT Engineering Sem 6  ,[],305.0,,,2023-01-18,India,Rupees
Fundamentals Of Information Technology (Data Science Paper-I) B.Sc I-Year I-Sem (As Per the (O.U) CBCS 2020-21 Syllabus Latest 2023 Edition  ,[],127.0,,,2023-09-14,India,Rupees
Science - My Knowledge Book  ,[],99.0,4.4,501.0,2011-04-01,India,Rupees
Python Programming For Beginners: Unearth the Magic of Python from Foundational Steps to the Nexus of Data Dance and Advanced Algorithms  ,[],0.0,,,2023-11-04,India,Rupees
EDU TERIA Data Enterpritation 72 out of 72 BPSC Book  ,[],192.0,,,2022-10-20,India,Rupees
Data Science and Big Data Analytics for SPPU 19 Course (TE - SEM VI - COMP - 310251)  ,[],295.0,3.0,4.0,,India,Rupees
Let Us C: Authentic guide to C programming language - 19th Edition  ,[],329.0,4.4,111.0,2022-12-15,India,Rupees
Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems)  ,"['Jiawei Han', 'Micheline Kamber']",690.0,4.5,247.0,2011-07-25,India,Rupees
Smart Until It's Dumb: Why artificial intelligence keeps making epic mistakes (and why the AI bubble will burst)  ,['Emmanuel Maggiori'],695.0,4.5,133.0,2023-02-20,India,Rupees
Introduction to Data Science: Handbook  ,[],0.0,,,2023-10-24,India,Rupees
Library & Information Science B. Lib. ISc. Guide  ,[],400.0,3.8,56.0,2019-12-30,India,Rupees
Tableau 9: The Official Guide  ,['George Peck'],879.0,3.9,56.0,2015-10-16,India,Rupees
Data Structures Using C 2E  ,['Reema Thareja'],599.0,4.5,645.0,2014-06-11,India,Rupees
"Introduction to Python in Earth Science Data Analysis: From Descriptive Statistics to Machine Learning (Springer Textbooks in Earth Sciences, Geography and Environment)  ",[],2.0,4.6,6.0,2021-09-17,India,Rupees
Fun with Machine Learning: Simplify the Data Science process by automating repetitive and complex tasks using AutoML  ,"['Arockia Liborious', 'Rik Das']",417.0,5.0,3.0,2023-05-01,India,Rupees
Business Analytics: The Science of Data - Driven Decision Making  ,['U Dinesh Kumar'],1.0,4.4,555.0,2017-01-01,India,Rupees
Algorithms and Data Structures for OOP With C#  ,['Theophilus Edet'],0.0,,,2023-11-03,India,Rupees
"Data Structures and Algorithm Analysis in C++, Thi (Dover Books on Computer Science)  ",['Clifford A. Shaffer'],2.0,4.4,43.0,2011-08-17,India,Rupees
"Intelligent Systems and Pattern Recognition: Third International Conference, ISPR 2023, Hammamet, Tunisia, May 11–13, 2023, Revised Selected Papers, Part ... Computer and Information Science Book 1940)  ",[],5.0,,,2023-12-06,India,Rupees
Introduction to Data Structures Using C  ,[],395.0,4.0,1.0,2011-01-01,India,Rupees
"Big Data Analytics, Introduction to Hadoop, Spark, and Machine-Learning  ",['Raj Kamal'],662.0,4.3,62.0,2019-02-16,India,Rupees
IGNOU MCS 226 Help Book Data Science and Big Data IGNOU Study Notes for Exam Preparations with Sample Solved Question Papers (Revised Syllabus) IGNOU MCA 3rd Semester Master of Computer Applications  ,[],149.0,,,2022-01-01,India,Rupees
"AI in Marketing, Sales and Service: How Marketers without a Data Science Degree can use AI, Big Data and Bots  ",[],3.0,5.0,6.0,2019-01-12,India,Rupees
Data Science for Business 2019 (2 Books in 1): Master Data Analytics & Machine Learning with Optimized Marketing Strategies  ,['Paperback'],0.0,3.4,12.0,,India,Rupees
DATA STRUCTURES AND ALGORITHMS 1 - Second Year B.Sc. Computer Science Paper 1 - As per SPPU (Pune University) 2020 Syllabus  ,[],410.0,5.0,1.0,2020-01-01,India,Rupees
"Cloud Computing for Dummies, 2ed | e  ",[],766.0,3.2,7.0,2020-11-01,India,Rupees
Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP  ,['Adi Wijaya'],3.0,4.7,13.0,2022-01-21,India,Rupees
"HBR's 10 Must Reads on Building a Great Culture (with bonus article ""How to Build a Culture of Originality"" by Adam Grant)  ","['Harvard Business Review', 'Audio CD']",529.0,4.5,110.0,2020-08-10,India,Rupees
Competing in the Age of AI: Strategy and Leadership When Algorithms and Networks Run the World  ,"['Marco Iansiti', 'Karim R. Lakhani', 'Audio CD']",880.0,4.5,923.0,2020-07-15,India,Rupees
"Classification, Cataloguing and Indexing (10 Pillars of Library & Information Science)  ",[],297.0,4.1,18.0,2015-08-10,India,Rupees
"Intelligent Systems and Pattern Recognition: Third International Conference, ISPR 2023, Hammamet, Tunisia, May 11–13, 2023, Revised Selected Papers, Part ... Computer and Information Science Book 1941)  ",[],5.0,,,2023-12-06,India,Rupees
The Art of Data Science  ,[],1.0,4.7,53.0,2016-06-08,India,Rupees
A Preteen Speaks on Science and Technology : A Guide to Young Scientists and Technologists  ,[],248.0,4.7,5.0,2019-12-16,India,Rupees
The Statistical Analysis of Experimental Data (Dover Books on Mathematics)  ,['John Mandel'],1.0,4.5,53.0,1985-05-01,India,Rupees
IOM 7 Silver Zone Olympiad Excellence Guide - Computer Science for Class - 7 [Textbook Binding] Silver Zone  ,[],399.0,5.0,1.0,2019-01-01,India,Rupees
THE THIRD WAY : India’s Revolutionary Approach to Data Governance  ,['Rahul Matthan'],437.0,5.0,1.0,2023-10-16,India,Rupees
"Querying MySQL: Make your MySQL database analytics accessible with SQL operations, data extraction, and custom queries  ",['Adam Aspin'],874.0,4.8,11.0,2022-07-29,India,Rupees
DATA STRUCTURES WITH C - SIE - SOS  ,[],,4.2,287.0,2017-07-01,India,
Data Science using Python: A Step-by-Step Practical Approach for Beginners  ,[],240.0,,,2022-01-01,India,Rupees
Data Structures and Algorithms with Python (Undergraduate Topics in Computer Science)  ,"['Kent D. Lee', 'Steve Hubbard']",971.0,4.5,33.0,2015-01-22,India,Rupees
Statistics for Data Science  ,['James D. Miller'],2.0,4.1,10.0,2017-11-17,India,Rupees
Plus Two / Class 12 Computer Science Exam Winner Boby Books (KERALA SYLLABUS)  ,[],140.0,4.2,27.0,2018-01-01,India,Rupees
IOM 6 Silver Zone Olympiad Excellence Guide Computer Science for Class - 6 [Textbook Binding] Silver Zone  ,[],399.0,4.8,6.0,2019-01-01,India,Rupees
Machine Learning for Text and Image Data Analysis: Practical Approach with Business Use Cases  ,[],952.0,4.4,9.0,2023-04-04,India,Rupees
"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way  ",['Manoj Kukreja'],3.0,3.8,55.0,2021-11-11,India,Rupees
"Data Mining for Business Analytics, An Indian Adaptation: Concepts, Techniques, and Applications in R  ",['Galit Shmueli'],720.0,3.8,14.0,2021-01-01,India,Rupees
"Cloud Security: Concepts, Applications and Perspectives (Cyber Ecosystem and Security)  ",[],12.0,,,2021-05-26,India,Rupees
Data Science and Innovations for Intelligent Systems: Computational Excellence and Society 5.0 (Demystifying Technologies for Computational Excellence)  ,[],9.0,,,2021-10-12,India,Rupees
UGC Examination For Library and Information Science (For UGC-Net/Slet/JGF and Other Competitive Examination)  ,[],220.0,3.1,9.0,2018-01-01,India,Rupees
The Art of Statistics: Learning from Data (Pelican Books)  ,['David Spiegelhalter'],359.0,4.5,3425.0,2020-02-27,India,Rupees
Data Analytics using Python  ,[],686.0,4.4,264.0,2020-06-25,India,Rupees
GATE Computer Science & Information Technology Volume I  ,[],380.0,3.0,1.0,2023-06-14,India,Rupees
Data Science Uncovering the Reality : IITians uncover how Data Science is transforming some of the world's biggest companies  ,['Pulkit Bansal'],180.0,4.2,88.0,2020-04-08,India,Rupees
